   0.0000000e+00   1.8667113e+00   3.7334226e+00   5.6001340e+00   7.4668453e+00   9.3335566e+00   1.1200268e+01   1.3066979e+01   1.4933691e+01   1.6800402e+01   1.8667113e+01   2.0533825e+01   2.2400536e+01   2.4267247e+01   2.6133958e+01   2.8000670e+01   2.9867381e+01   3.1734092e+01   3.3600804e+01   3.5467515e+01   3.7334226e+01  -3.5467515e+01  -3.3600804e+01  -3.1734092e+01  -2.9867381e+01  -2.8000670e+01  -2.6133958e+01  -2.4267247e+01  -2.2400536e+01  -2.0533825e+01  -1.8667113e+01  -1.6800402e+01  -1.4933691e+01  -1.3066979e+01  -1.1200268e+01  -9.3335566e+00  -7.4668453e+00  -5.6001340e+00  -3.7334226e+00  -1.8667113e+00
  -1.8667113e+00   0.0000000e+00   1.8667113e+00   3.7334226e+00   5.6001340e+00   7.4668453e+00   9.3335566e+00   1.1200268e+01   1.3066979e+01   1.4933691e+01   1.6800402e+01   1.8667113e+01   2.0533825e+01   2.2400536e+01   2.4267247e+01   2.6133958e+01   2.8000670e+01   2.9867381e+01   3.1734092e+01   3.3600804e+01   3.5467515e+01   3.7334226e+01   3.9200938e+01  -3.3600804e+01  -3.1734092e+01  -2.9867381e+01  -2.8000670e+01  -2.6133958e+01  -2.4267247e+01  -2.2400536e+01  -2.0533825e+01  -1.8667113e+01  -1.6800402e+01  -1.4933691e+01  -1.3066979e+01  -1.1200268e+01  -9.3335566e+00  -7.4668453e+00  -5.6001340e+00  -3.7334226e+00
  -3.7334226e+00  -1.8667113e+00   0.0000000e+00   1.8667113e+00   3.7334226e+00   5.6001340e+00   7.4668453e+00   9.3335566e+00   1.1200268e+01   1.3066979e+01   1.4933691e+01   1.6800402e+01   1.8667113e+01   2.0533825e+01   2.2400536e+01   2.4267247e+01   2.6133958e+01   2.8000670e+01   2.9867381e+01   3.1734092e+01   3.3600804e+01   3.5467515e+01   3.7334226e+01   3.9200938e+01   4.1067649e+01  -3.1734092e+01  -2.9867381e+01  -2.8000670e+01  -2.6133958e+01  -2.4267247e+01  -2.2400536e+01  -2.0533825e+01  -1.8667113e+01  -1.6800402e+01  -1.4933691e+01  -1.3066979e+01  -1.1200268e+01  -9.3335566e+00  -7.4668453e+00  -5.6001340e+00
  -5.6001340e+00  -3.7334226e+00  -1.8667113e+00   0.0000000e+00   1.8667113e+00   3.7334226e+00   5.6001340e+00   7.4668453e+00   9.3335566e+00   1.1200268e+01   1.3066979e+01   1.4933691e+01   1.6800402e+01   1.8667113e+01   2.0533825e+01   2.2400536e+01   2.4267247e+01   2.6133958e+01   2.8000670e+01   2.9867381e+01   3.1734092e+01   3.3600804e+01   3.5467515e+01   3.7334226e+01   3.9200938e+01   4.1067649e+01   4.2934360e+01  -2.9867381e+01  -2.8000670e+01  -2.6133958e+01  -2.4267247e+01  -2.2400536e+01  -2.0533825e+01  -1.8667113e+01  -1.6800402e+01  -1.4933691e+01  -1.3066979e+01  -1.1200268e+01  -9.3335566e+00  -7.4668453e+00
  -7.4668453e+00  -5.6001340e+00  -3.7334226e+00  -1.8667113e+00   0.0000000e+00   1.8667113e+00   3.7334226e+00   5.6001340e+00   7.4668453e+00   9.3335566e+00   1.1200268e+01   1.3066979e+01   1.4933691e+01   1.6800402e+01   1.8667113e+01   2.0533825e+01   2.2400536e+01   2.4267247e+01   2.6133958e+01   2.8000670e+01   2.9867381e+01   3.1734092e+01   3.3600804e+01   3.5467515e+01   3.7334226e+01   3.9200938e+01   4.1067649e+01   4.2934360e+01   4.4801072e+01  -2.8000670e+01  -2.6133958e+01  -2.4267247e+01  -2.2400536e+01  -2.0533825e+01  -1.8667113e+01  -1.6800402e+01  -1.4933691e+01  -1.3066979e+01  -1.1200268e+01  -9.3335566e+00
  -9.3335566e+00  -7.4668453e+00  -5.6001340e+00  -3.7334226e+00  -1.8667113e+00   0.0000000e+00   1.8667113e+00   3.7334226e+00   5.6001340e+00   7.4668453e+00   9.3335566e+00   1.1200268e+01   1.3066979e+01   1.4933691e+01   1.6800402e+01   1.8667113e+01   2.0533825e+01   2.2400536e+01   2.4267247e+01   2.6133958e+01   2.8000670e+01   2.9867381e+01   3.1734092e+01   3.3600804e+01   3.5467515e+01   3.7334226e+01   3.9200938e+01   4.1067649e+01   4.2934360e+01   4.4801072e+01   4.6667783e+01  -2.6133958e+01  -2.4267247e+01  -2.2400536e+01  -2.0533825e+01  -1.8667113e+01  -1.6800402e+01  -1.4933691e+01  -1.3066979e+01  -1.1200268e+01
  -1.1200268e+01  -9.3335566e+00  -7.4668453e+00  -5.6001340e+00  -3.7334226e+00  -1.8667113e+00   0.0000000e+00   1.8667113e+00   3.7334226e+00   5.6001340e+00   7.4668453e+00   9.3335566e+00   1.1200268e+01   1.3066979e+01   1.4933691e+01   1.6800402e+01   1.8667113e+01   2.0533825e+01   2.2400536e+01   2.4267247e+01   2.6133958e+01   2.8000670e+01   2.9867381e+01   3.1734092e+01   3.3600804e+01   3.5467515e+01   3.7334226e+01   3.9200938e+01   4.1067649e+01   4.2934360e+01   4.4801072e+01   4.6667783e+01   4.8534494e+01  -2.4267247e+01  -2.2400536e+01  -2.0533825e+01  -1.8667113e+01  -1.6800402e+01  -1.4933691e+01  -1.3066979e+01
  -1.3066979e+01  -1.1200268e+01  -9.3335566e+00  -7.4668453e+00  -5.6001340e+00  -3.7334226e+00  -1.8667113e+00   0.0000000e+00   1.8667113e+00   3.7334226e+00   5.6001340e+00   7.4668453e+00   9.3335566e+00   1.1200268e+01   1.3066979e+01   1.4933691e+01   1.6800402e+01   1.8667113e+01   2.0533825e+01   2.2400536e+01   2.4267247e+01   2.6133958e+01   2.8000670e+01   2.9867381e+01   3.1734092e+01   3.3600804e+01   3.5467515e+01   3.7334226e+01   3.9200938e+01   4.1067649e+01   4.2934360e+01   4.4801072e+01   4.6667783e+01   4.8534494e+01  -2.4267247e+01  -2.2400536e+01  -2.0533825e+01  -1.8667113e+01  -1.6800402e+01  -1.4933691e+01
  -1.4933691e+01  -1.3066979e+01  -1.1200268e+01  -9.3335566e+00  -7.4668453e+00  -5.6001340e+00  -3.7334226e+00  -1.8667113e+00   0.0000000e+00   1.8667113e+00   3.7334226e+00   5.6001340e+00   7.4668453e+00   9.3335566e+00   1.1200268e+01   1.3066979e+01   1.4933691e+01   1.6800402e+01   1.8667113e+01   2.0533825e+01   2.2400536e+01   2.4267247e+01   2.6133958e+01   2.8000670e+01   2.9867381e+01   3.1734092e+01   3.3600804e+01   3.5467515e+01   3.7334226e+01   3.9200938e+01   4.1067649e+01   4.2934360e+01   4.4801072e+01   4.6667783e+01  -2.6133958e+01  -2.4267247e+01  -2.2400536e+01  -2.0533825e+01  -1.8667113e+01  -1.6800402e+01
  -1.6800402e+01  -1.4933691e+01  -1.3066979e+01  -1.1200268e+01  -9.3335566e+00  -7.4668453e+00  -5.6001340e+00  -3.7334226e+00  -1.8667113e+00   0.0000000e+00   1.8667113e+00   3.7334226e+00   5.6001340e+00   7.4668453e+00   9.3335566e+00   1.1200268e+01   1.3066979e+01   1.4933691e+01   1.6800402e+01   1.8667113e+01   2.0533825e+01   2.2400536e+01   2.4267247e+01   2.6133958e+01   2.8000670e+01   2.9867381e+01   3.1734092e+01   3.3600804e+01   3.5467515e+01   3.7334226e+01   3.9200938e+01   4.1067649e+01   4.2934360e+01   4.4801072e+01   4.6667783e+01  -2.6133958e+01  -2.4267247e+01  -2.2400536e+01  -2.0533825e+01  -1.8667113e+01
