1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402	1.597402
1.8070223	1.8050548	1.7992148	1.7896878	1.7767698	1.7608445	1.7423472	1.7217245	1.6994067	1.6757983	1.6512734	1.6261804	1.6008722	1.5757318	1.5511494	1.5274887	1.5050974	1.4843284	1.4655226	1.4489714	1.4349001	1.4234743	1.4148124	1.408996	1.4060757	1.4060757	1.408996	1.4148124	1.4234743	1.4349001	1.4489714	1.4655226	1.4843284	1.5050974	1.5274887	1.5511494	1.5757317	1.6008722	1.6261804	1.6512734	1.6757983	1.6994067	1.7217245	1.7423472	1.7608445	1.7767697	1.7896878	1.7992148	1.8050548	1.8070223
2.0681586	2.0632087	2.0485476	2.0247335	1.992649	1.9533908	1.9081897	1.8585261	1.8063046	1.7535398	1.701299	1.6496915	1.5986719	1.5485573	1.49995	1.4536547	1.4108059	1.3722028	1.3383131	1.309394	1.2855073	1.2665545	1.2524041	1.2429846	1.2382758	1.2382758	1.2429846	1.2524041	1.2665544	1.2855073	1.309394	1.3383131	1.3722028	1.4108059	1.4536547	1.49995	1.5485573	1.5986719	1.6496915	1.7012989	1.7535397	1.8063046	1.8585261	1.9081897	1.9533907	1.992649	2.0247335	2.0485476	2.0632087	2.0681586
2.3772933	2.3686769	2.3431205	2.3014447	2.2449803	2.1758332	2.0968722	2.0114925	1.9229645	1.8338181	1.7482684	1.6679784	1.59084	1.5159161	1.4439702	1.3774132	1.3181079	1.2668839	1.2231477	1.1859578	1.1551309	1.1306297	1.1123904	1.1003021	1.0942782	1.0942782	1.1003021	1.1123904	1.1306297	1.1551309	1.1859578	1.2231477	1.2668838	1.3181078	1.3774132	1.4439702	1.5159161	1.59084	1.6679784	1.7482684	1.8338181	1.9229645	2.0114925	2.0968721	2.1758332	2.2449803	2.3014447	2.3431205	2.3686769	2.3772933
2.736474	2.7221399	2.6799841	2.6127296	2.5249839	2.4217014	2.3052753	2.1779276	2.0460541	1.9163268	1.7927175	1.6810651	1.5774476	1.477858	1.3841553	1.3010272	1.2301302	1.1689834	1.1164157	1.0722915	1.0363151	1.0082345	0.98741015	0.97349433	0.96649894	0.96649894	0.97349433	0.98741015	1.0082345	1.0363151	1.0722915	1.1164157	1.1689833	1.2301302	1.3010272	1.3841553	1.4778579	1.5774476	1.681065	1.7927174	1.9163267	2.0460541	2.1779276	2.3052753	2.4217014	2.5249838	2.6127296	2.6799841	2.7221399	2.736474
3.1451712	3.126906	3.0719075	2.9801102	2.8531532	2.6974329	2.5274476	2.3540734	2.1752734	1.9988748	1.8344566	1.6889524	1.5585954	1.4346133	1.3217678	1.226411	1.1449995	1.0748394	1.015812	0.96696757	0.9255404	0.89159069	0.86642188	0.85015796	0.84221943	0.84221942	0.85015796	0.86642187	0.89159068	0.92554039	0.96696755	1.015812	1.0748394	1.1449994	1.226411	1.3217677	1.4346133	1.5585953	1.6889523	1.8344566	1.9988747	2.1752733	2.3540734	2.5274475	2.6974328	2.8531531	2.9801101	3.0719075	3.1269059	3.1451712
3.5151073	3.4953728	3.4361313	3.3367798	3.1948155	3.0069743	2.7795859	2.5384572	2.3078765	2.0813536	1.8726837	1.6916458	1.5344058	1.3867249	1.258442	1.1523626	1.0611403	0.98457586	0.91856404	0.86071568	0.81582851	0.78318503	0.76053202	0.74632363	0.73949729	0.73949729	0.74632362	0.76053202	0.78318502	0.8158285	0.86071567	0.91856402	0.98457584	1.0611402	1.1523626	1.258442	1.3867248	1.5344058	1.6916457	1.8726837	2.0813535	2.3078764	2.5384571	2.7795858	3.0069742	3.1948154	3.3367797	3.4361312	3.4953727	3.5151073
3.8598102	3.8367304	3.7681371	3.6556291	3.5004829	3.3003937	3.0458198	2.7427807	2.4414154	2.1631303	1.906731	1.6891803	1.5050059	1.3349977	1.1947181	1.0777972	0.97916476	0.89344142	0.81977372	0.76569978	0.72729892	0.70033012	0.68181414	0.6700968	0.66440116	0.66440116	0.67009679	0.68181414	0.70033011	0.72729891	0.76569976	0.8197737	0.8934414	0.97916473	1.0777972	1.1947181	1.3349976	1.5050058	1.6891802	1.9067309	2.1631301	2.4414152	2.7427806	3.0458196	3.3003936	3.5004828	3.655629	3.768137	3.8367304	3.8598102
4.209441	4.181671	4.0995483	3.9663559	3.7865191	3.5633482	3.2929223	2.9569816	2.5810684	2.2429799	1.9362751	1.6816363	1.4705108	1.280635	1.1298311	1.0029005	0.89536958	0.8051229	0.75790217	0.71752409	0.68371256	0.65622079	0.63473619	0.61831345	0.60624876	0.60624876	0.61831344	0.63473619	0.65622078	0.68371254	0.71752407	0.75790215	0.80512287	0.89536954	1.0029005	1.1298311	1.2806349	1.4705108	1.6816362	1.9362749	2.2429798	2.5810683	2.9569814	3.2929221	3.563348	3.7865189	3.9663558	4.0995482	4.1816709	4.209441
4.5753487	4.5418869	4.4432444	4.2843484	4.0723681	3.8148538	3.5154645	3.1606278	2.7296367	2.3195894	1.96122	1.6691457	1.4310727	1.2248208	1.0630183	0.9276909	0.83384399	0.77575279	0.72537177	0.68237929	0.6465277	0.61745623	0.59491662	0.57784015	0.56505062	0.56505062	0.57784015	0.59491661	0.61745622	0.64652769	0.68237927	0.72537175	0.77575276	0.83384396	0.92769086	1.0630182	1.2248208	1.4310726	1.6691456	1.9612199	2.3195892	2.7296365	3.1606275	3.5154642	3.8148536	4.0723679	4.2843482	4.4432443	4.5418869	4.5753487
4.9630175	4.922917	4.8049935	4.6160117	4.3660264	4.0664806	3.7267387	3.3441839	2.8799627	2.3930615	1.9815356	1.6518887	1.3870364	1.1677951	0.99454349	0.87629736	0.80709507	0.74705141	0.69465875	0.6495308	0.6118134	0.58141041	0.55793263	0.54048441	0.52734275	0.52734275	0.5404844	0.55793262	0.5814104	0.61181338	0.64953078	0.69465872	0.74705138	0.80709504	0.87629732	0.99454344	1.1677951	1.3870363	1.6518886	1.9815355	2.3930613	2.8799624	3.3441836	3.7267384	4.0664804	4.3660262	4.6160115	4.8049934	4.922917	4.9630175
5.3760701	5.3283495	5.1883154	4.9648782	4.6713622	4.3233126	3.9351508	3.5126994	3.0234143	2.4648063	1.9971694	1.6300811	1.3390648	1.1091915	0.93368789	0.84966575	0.77813975	0.71703311	0.66436863	0.61846539	0.57942491	0.54780787	0.52351928	0.50578883	0.49249916	0.49249916	0.50578882	0.52351928	0.54780786	0.5794249	0.61846537	0.66436861	0.71703308	0.77813972	0.8496657	0.93368784	1.1091914	1.3390647	1.630081	1.9971693	2.4648061	3.0234141	3.5126991	3.9351504	4.3233123	4.671362	4.9648779	5.1883152	5.3283494	5.3760701
5.8174413	5.7610487	5.5958912	5.3334144	4.9907393	4.5879884	4.1446738	3.6733308	3.154781	2.5357962	2.0080679	1.6039564	1.2881321	1.047925	0.90914243	0.82149262	0.74765061	0.68573657	0.63354872	0.58850515	0.54914402	0.51658842	0.4915665	0.47356708	0.46022568	0.46022568	0.47356707	0.49156649	0.51658841	0.549144	0.58850513	0.6335487	0.68573654	0.74765058	0.82149258	0.90914238	1.0479249	1.288132	1.6039563	2.0080677	2.5357959	3.1547807	3.6733304	4.1446734	4.5879881	4.9907389	5.3334141	5.595891	5.7610486	5.8174413
