0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763	0.45446763
0.48301114	0.48273966	0.48193123	0.48060346	0.47878457	0.47651179	0.47382968	0.47078856	0.46744393	0.4638567	0.46009361	0.45622693	0.45233245	0.44848571	0.4447577	0.44121159	0.43790091	0.43486949	0.4321528	0.42977942	0.42777199	0.42614791	0.42491994	0.42409687	0.42368406	0.42368406	0.42409687	0.42491994	0.42614791	0.42777199	0.42977942	0.4321528	0.43486948	0.43790091	0.44121159	0.4447577	0.44848571	0.45233245	0.45622692	0.46009361	0.4638567	0.46744393	0.47078855	0.47382968	0.47651179	0.47878456	0.48060346	0.48193123	0.48273966	0.48301114
0.51187278	0.51124199	0.50936413	0.50628317	0.50207355	0.49684047	0.49071811	0.48386308	0.47643956	0.46860038	0.4604833	0.45224306	0.44407821	0.43620427	0.42879586	0.42195641	0.41573836	0.41017932	0.40531581	0.401176	0.39777092	0.39509321	0.39312147	0.39182824	0.39118885	0.39118885	0.39182824	0.39312147	0.39509321	0.39777092	0.401176	0.4053158	0.41017931	0.41573836	0.42195641	0.42879586	0.43620427	0.44407821	0.45224305	0.4604833	0.46860037	0.47643956	0.48386307	0.49071811	0.49684047	0.50207355	0.50628317	0.50936413	0.51124199	0.51187278
0.54102959	0.54006882	0.53718904	0.53240025	0.52573198	0.51725727	0.50711839	0.49554469	0.48287613	0.46957826	0.45616629	0.44304449	0.43053461	0.41893298	0.40836671	0.39879154	0.39018957	0.38263391	0.37620815	0.37094639	0.36682029	0.36374788	0.36161148	0.36028224	0.35964966	0.35964966	0.36028224	0.36161148	0.36374788	0.36682029	0.37094639	0.37620815	0.38263391	0.39018957	0.39879154	0.40836671	0.41893298	0.43053461	0.44304448	0.45616629	0.46957826	0.48287613	0.49554469	0.50711838	0.51725727	0.52573197	0.53240024	0.53718904	0.54006881	0.54102959
0.56741153	0.56603354	0.56199632	0.55554712	0.54690768	0.53598675	0.52242991	0.50611428	0.48744552	0.46754926	0.44817831	0.4304888	0.41443628	0.39992069	0.38680259	0.37486053	0.3641924	0.35502227	0.34747796	0.34156778	0.33720301	0.33421035	0.33234562	0.33132673	0.33089568	0.33089568	0.33132673	0.33234562	0.33421035	0.33720301	0.34156777	0.34747796	0.35502227	0.36419239	0.37486053	0.38680258	0.39992068	0.41443627	0.43048879	0.4481783	0.46754926	0.48744551	0.50611427	0.5224299	0.53598674	0.54690768	0.55554712	0.56199632	0.56603354	0.56741153
0.59909668	0.59694173	0.59064187	0.58064249	0.56757568	0.55222305	0.53503037	0.51470053	0.49008921	0.46350549	0.43867252	0.41722347	0.39838054	0.38152057	0.36640169	0.35272467	0.34066673	0.33045856	0.32220236	0.3158886	0.31140856	0.30854886	0.30698763	0.3063158	0.30611737	0.30611737	0.3063158	0.30698763	0.30854886	0.31140856	0.3158886	0.32220236	0.33045856	0.34066673	0.35272466	0.36640169	0.38152056	0.39838053	0.41722346	0.43867251	0.46350548	0.4900892	0.51470052	0.53503036	0.55222304	0.56757568	0.58064248	0.59064187	0.59694172	0.59909668
0.63947224	0.63464464	0.62560782	0.61132398	0.59281453	0.57116458	0.5469784	0.52062349	0.49082917	0.45900299	0.42961836	0.4048629	0.38402254	0.36612894	0.34999992	0.33504727	0.32175428	0.3105653	0.30168686	0.29508387	0.29050679	0.28759968	0.28600232	0.28533591	0.28517015	0.28517015	0.28533591	0.28600231	0.28759968	0.29050678	0.29508386	0.30168686	0.31056529	0.32175428	0.33504726	0.34999991	0.36612893	0.38402253	0.40486289	0.42961835	0.45900298	0.49082916	0.52062348	0.54697839	0.57116457	0.59281452	0.61132397	0.62560781	0.63464464	0.63947224
0.68606088	0.67838573	0.66591977	0.64709879	0.62256662	0.59368511	0.56153126	0.5261081	0.49034289	0.4549898	0.42142485	0.39400236	0.37272871	0.35438463	0.33706083	0.32067093	0.30608479	0.29381592	0.28412112	0.27698056	0.27203947	0.26882624	0.26697794	0.26617212	0.26596961	0.26596961	0.26617212	0.26697794	0.26882624	0.27203947	0.27698056	0.28412112	0.29381591	0.30608478	0.32067092	0.33706083	0.35438462	0.3727287	0.39400235	0.42142484	0.45498979	0.49034288	0.52610809	0.56153125	0.5936851	0.62256661	0.64709878	0.66591977	0.67838573	0.68606088
0.72998196	0.72495281	0.71020137	0.68672165	0.6560318	0.61975646	0.57878236	0.53351063	0.4893949	0.45056411	0.4137205	0.38527887	0.36375707	0.34448752	0.32563449	0.30781795	0.29218783	0.27921764	0.26879328	0.26042523	0.25403454	0.24988587	0.24788918	0.24730682	0.24730084	0.24730084	0.24730682	0.24788918	0.24988587	0.25403453	0.26042522	0.26879327	0.27921763	0.29218782	0.30781794	0.32563448	0.34448751	0.36375706	0.38527886	0.41372049	0.4505641	0.48939488	0.53351062	0.57878234	0.61975644	0.65603179	0.68672165	0.71020136	0.72495281	0.72998196
0.78201994	0.77601068	0.75830445	0.72994642	0.69276898	0.64889092	0.59876814	0.54223867	0.48872606	0.4454059	0.40749334	0.37829941	0.35600196	0.33541861	0.31489473	0.29573234	0.27922674	0.26569514	0.25451989	0.24494757	0.23716231	0.23172465	0.22878802	0.22799043	0.22818791	0.22818791	0.22799043	0.22878802	0.23172465	0.23716231	0.24494757	0.25451988	0.26569513	0.27922674	0.29573233	0.31489472	0.3354186	0.35600195	0.37829939	0.40749332	0.44540588	0.48872604	0.54223865	0.59876812	0.64889091	0.69276896	0.72994641	0.75830444	0.77601067	0.78201994
